ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID
MNT-13564,2024-07-23,Preventivo,Regular,Bueno,19215
MNT-13565,2024-02-17,Correctivo,Bueno,Malo,59823
MNT-13566,2024-07-25,Emergencia,Regular,Bueno,3567980
MNT-13567,2024-01-26,Preventivo,Bueno,Bueno,34922
MNT-13568,2024-02-26,Preventivo,Bueno,Malo,24764
MNT-13569,2024-07-06,Emergencia,Bueno,Regular,3963546
MNT-13570,2024-05-29,Emergencia,Bueno,Bueno,22479
MNT-13571,2024-09-25,Emergencia,Malo,Regular,5658287
MNT-13572,2024-04-19,Correctivo,Regular,Bueno,3580365
MNT-13573,2024-02-15,Preventivo,Regular,Malo,5239224
MNT-13574,2023-10-24,Emergencia,Bueno,Bueno,58672
MNT-13575,2024-04-29,Correctivo,Regular,Bueno,7792016
MNT-13576,2023-10-26,Emergencia,Bueno,Regular,4985701
MNT-13577,2023-10-21,Preventivo,Regular,Regular,9226870
MNT-13578,2023-12-27,Emergencia,Regular,Regular,7861627
MNT-13579,2024-03-05,Preventivo,Malo,Bueno,33244
MNT-13580,2023-12-18,Emergencia,Malo,Malo,3581472
MNT-13581,2024-05-31,Preventivo,Malo,Bueno,9178040
MNT-13582,2023-12-30,Preventivo,Malo,Bueno,9048986
MNT-13583,2024-07-20,Preventivo,Bueno,Malo,7928128
MNT-13584,2024-04-01,Preventivo,Regular,Bueno,9178040
MNT-13585,2023-10-18,Emergencia,Regular,Regular,57932
MNT-13586,2024-01-05,Preventivo,Malo,Malo,58477
MNT-13587,2024-06-26,Correctivo,Malo,Malo,7896732
MNT-13588,2024-10-04,Preventivo,Malo,Malo,9495111
MNT-13589,2024-02-17,Preventivo,Regular,Regular,24876
MNT-13590,2024-06-12,Preventivo,Malo,Bueno,58011
MNT-13591,2024-07-30,Emergencia,Regular,Malo,59588
MNT-13592,2024-08-28,Emergencia,Malo,Bueno,9256442
MNT-13593,2024-04-07,Emergencia,Regular,Bueno,7537977
MNT-13594,2024-09-06,Emergencia,Bueno,Bueno,7896662
MNT-13595,2024-05-03,Preventivo,Malo,Malo,3960676
MNT-13596,2023-12-29,Preventivo,Regular,Malo,7248154
MNT-13597,2024-03-23,Preventivo,Bueno,Bueno,9494974
MNT-13598,2023-10-29,Preventivo,Regular,Malo,9439825
MNT-13599,2023-10-29,Correctivo,Regular,Bueno,24830
MNT-13600,2024-01-24,Preventivo,Bueno,Malo,3581473
MNT-13601,2024-04-17,Correctivo,Malo,Bueno,20632
MNT-13602,2024-01-27,Preventivo,Regular,Bueno,4731636
MNT-13603,2024-04-09,Preventivo,Bueno,Regular,20422
MNT-13604,2024-03-24,Emergencia,Regular,Regular,59683
MNT-13605,2024-01-30,Emergencia,Bueno,Regular,19311
MNT-13606,2024-06-28,Emergencia,Bueno,Regular,9447026
MNT-13607,2024-02-06,Emergencia,Regular,Malo,5241070
MNT-13608,2024-07-06,Correctivo,Regular,Bueno,22485
MNT-13609,2024-02-04,Correctivo,Bueno,Regular,23426
MNT-13610,2024-07-12,Emergencia,Regular,Bueno,59407
MNT-13611,2024-04-27,Emergencia,Malo,Bueno,3581254
MNT-13612,2024-05-02,Preventivo,Regular,Regular,5492671
MNT-13613,2023-11-08,Preventivo,Malo,Bueno,22419
MNT-13614,2024-07-23,Emergencia,Malo,Regular,6880412
MNT-13615,2023-11-07,Correctivo,Malo,Malo,7362877
MNT-13616,2024-02-22,Preventivo,Regular,Malo,19719
MNT-13617,2023-10-24,Preventivo,Malo,Malo,451341
MNT-13618,2023-10-18,Correctivo,Regular,Regular,5211207
MNT-13619,2024-09-13,Emergencia,Malo,Bueno,19421
MNT-13620,2024-04-08,Preventivo,Malo,Regular,3576350
MNT-13621,2024-08-08,Preventivo,Malo,Regular,25548
MNT-13622,2024-07-24,Preventivo,Regular,Regular,5211180
MNT-13623,2024-07-26,Preventivo,Regular,Malo,59537
MNT-13624,2024-02-17,Correctivo,Malo,Malo,22268
MNT-13625,2023-12-05,Preventivo,Malo,Bueno,32654
MNT-13626,2024-06-24,Correctivo,Malo,Bueno,7927303
MNT-13627,2024-07-13,Correctivo,Regular,Bueno,25713
MNT-13628,2023-12-05,Correctivo,Regular,Regular,4730836
MNT-13629,2024-02-06,Correctivo,Malo,Regular,20638
MNT-13630,2024-06-06,Correctivo,Regular,Malo,21259
MNT-13631,2024-05-01,Correctivo,Bueno,Bueno,3575586
MNT-13632,2024-02-26,Emergencia,Bueno,Malo,20179
MNT-13633,2024-01-16,Correctivo,Regular,Regular,58319
MNT-13634,2024-09-21,Preventivo,Malo,Bueno,35205
MNT-13635,2023-11-03,Emergencia,Regular,Regular,59598
MNT-13636,2023-12-19,Emergencia,Regular,Malo,5601882
MNT-13637,2023-11-08,Emergencia,Regular,Bueno,22095
MNT-13638,2024-07-27,Correctivo,Malo,Malo,25560
MNT-13639,2024-07-26,Correctivo,Malo,Bueno,8800691
MNT-13640,2024-01-10,Emergencia,Bueno,Bueno,60141
MNT-13641,2024-09-16,Preventivo,Malo,Malo,20033
MNT-13642,2024-06-18,Emergencia,Malo,Regular,21948
MNT-13643,2024-09-26,Preventivo,Bueno,Bueno,22027
MNT-13644,2024-01-24,Emergencia,Regular,Bueno,4749953
MNT-13645,2024-04-21,Preventivo,Regular,Regular,59221
MNT-13646,2023-11-07,Preventivo,Malo,Bueno,5249942
MNT-13647,2024-01-25,Emergencia,Malo,Malo,4792816
MNT-13648,2024-10-09,Emergencia,Regular,Regular,5492676
MNT-13649,2024-05-15,Preventivo,Regular,Regular,9220318
MNT-13650,2024-02-09,Preventivo,Bueno,Bueno,20621
MNT-13651,2024-10-01,Emergencia,Bueno,Regular,8808456
MNT-13652,2024-05-13,Correctivo,Bueno,Malo,5659100
MNT-13653,2023-12-18,Correctivo,Regular,Bueno,6833845
MNT-13654,2024-01-26,Emergencia,Malo,Malo,34093
MNT-13655,2024-09-08,Preventivo,Regular,Malo,3962947
MNT-13656,2024-05-09,Emergencia,Malo,Bueno,34131
MNT-13657,2023-11-18,Emergencia,Regular,Malo,9187104
MNT-13658,2024-10-02,Preventivo,Bueno,Malo,9178810
MNT-13659,2023-10-23,Correctivo,Bueno,Bueno,33378
MNT-13660,2024-08-05,Emergencia,Bueno,Bueno,8933963
MNT-13661,2023-11-02,Correctivo,Regular,Malo,9291618
MNT-13662,2024-01-19,Preventivo,Bueno,Regular,59295
MNT-13663,2023-11-22,Preventivo,Malo,Malo,19934
MNT-13664,2024-04-12,Correctivo,Bueno,Regular,9294104
MNT-13665,2024-04-20,Preventivo,Malo,Malo,59131
MNT-13666,2024-09-23,Correctivo,Malo,Regular,7924757
MNT-13667,2024-05-31,Emergencia,Bueno,Regular,4940057
MNT-13668,2024-05-06,Preventivo,Regular,Malo,7928067
MNT-13669,2024-08-28,Correctivo,Malo,Bueno,5250201
MNT-13670,2024-04-09,Correctivo,Bueno,Regular,25696
MNT-13671,2023-10-23,Emergencia,Bueno,Malo,59651
MNT-13672,2024-07-30,Correctivo,Bueno,Malo,20888
MNT-13673,2024-05-24,Correctivo,Regular,Regular,22368
MNT-13674,2024-05-26,Emergencia,Regular,Malo,3568753
MNT-13675,2024-04-02,Preventivo,Regular,Regular,7002287
MNT-13676,2024-05-14,Emergencia,Malo,Regular,19539
MNT-13677,2023-10-24,Preventivo,Bueno,Bueno,5239362
MNT-13678,2024-05-18,Emergencia,Bueno,Bueno,7838882
MNT-13679,2024-03-11,Correctivo,Bueno,Bueno,58868
MNT-13680,2024-06-27,Emergencia,Regular,Malo,35159
MNT-13681,2024-02-24,Emergencia,Malo,Malo,9193100
MNT-13682,2024-01-28,Preventivo,Malo,Malo,19300
MNT-13683,2024-05-08,Preventivo,Regular,Regular,21260
MNT-13684,2024-03-26,Preventivo,Malo,Regular,57912
MNT-13685,2024-06-23,Preventivo,Bueno,Regular,9226855
MNT-13686,2024-03-10,Preventivo,Bueno,Bueno,19094
MNT-13687,2024-04-22,Correctivo,Regular,Bueno,9196035
MNT-13688,2023-12-13,Correctivo,Regular,Regular,7858772
MNT-13689,2024-05-28,Preventivo,Bueno,Regular,7838891
MNT-13690,2024-07-11,Emergencia,Bueno,Malo,9226870
MNT-13691,2024-04-23,Correctivo,Regular,Bueno,3997218
MNT-13692,2024-02-22,Correctivo,Bueno,Bueno,58670
MNT-13693,2024-06-17,Correctivo,Bueno,Malo,9191712
MNT-13694,2024-07-11,Correctivo,Malo,Bueno,9510516
MNT-13695,2023-11-21,Emergencia,Bueno,Malo,3568521
MNT-13696,2024-07-28,Preventivo,Regular,Regular,8977870
MNT-13697,2023-12-18,Preventivo,Malo,Regular,9049192
MNT-13698,2024-06-21,Preventivo,Regular,Regular,4730829
MNT-13699,2024-03-06,Emergencia,Malo,Malo,33134
MNT-13700,2024-07-24,Emergencia,Bueno,Bueno,3556825
MNT-13701,2023-11-27,Emergencia,Malo,Malo,33761
MNT-13702,2024-11-03,Correctivo,Malo,Regular,6842731
MNT-13703,2024-02-16,Emergencia,Regular,Regular,5658914
MNT-13704,2024-03-02,Preventivo,Malo,Bueno,9290982
MNT-13705,2024-06-25,Emergencia,Malo,Regular,9271123
MNT-13706,2024-10-06,Correctivo,Regular,Malo,7126170
MNT-13707,2023-12-22,Correctivo,Bueno,Bueno,7168585
MNT-13708,2024-06-08,Correctivo,Bueno,Bueno,5249936
MNT-13709,2024-08-13,Correctivo,Bueno,Bueno,24794
MNT-13710,2024-04-06,Emergencia,Malo,Malo,7806500
MNT-13711,2024-05-03,Preventivo,Regular,Regular,9178862
MNT-13712,2024-09-25,Emergencia,Malo,Regular,9493141
MNT-13713,2024-03-09,Preventivo,Malo,Bueno,8941070
MNT-13714,2024-01-29,Preventivo,Bueno,Malo,9157601
MNT-13715,2024-03-07,Emergencia,Malo,Bueno,7897726
MNT-13716,2024-02-28,Preventivo,Malo,Malo,5658856
MNT-13717,2023-12-07,Preventivo,Regular,Regular,33864
MNT-13718,2024-10-10,Preventivo,Regular,Bueno,4963710
MNT-13719,2024-07-14,Preventivo,Regular,Malo,5211182
MNT-13720,2024-04-02,Correctivo,Bueno,Malo,9052564
MNT-13721,2024-04-03,Emergencia,Malo,Bueno,19257
MNT-13722,2024-08-02,Emergencia,Bueno,Regular,20179
MNT-13723,2024-09-25,Preventivo,Malo,Regular,7802523
MNT-13724,2024-01-16,Emergencia,Malo,Bueno,6878795
MNT-13725,2024-06-17,Emergencia,Regular,Bueno,9223976
MNT-13726,2024-09-15,Preventivo,Malo,Malo,9447041
MNT-13727,2024-09-07,Correctivo,Malo,Malo,5492676
MNT-13728,2024-04-21,Emergencia,Malo,Malo,25016
MNT-13729,2024-09-03,Preventivo,Regular,Malo,5659008
MNT-13730,2024-02-25,Emergencia,Malo,Malo,24925
MNT-13731,2024-08-22,Preventivo,Bueno,Malo,20076
MNT-13732,2023-10-26,Emergencia,Regular,Regular,4963708
MNT-13733,2024-05-08,Emergencia,Malo,Regular,59197
MNT-13734,2024-09-03,Emergencia,Regular,Bueno,25560
MNT-13735,2024-05-25,Correctivo,Bueno,Bueno,3963573
MNT-13736,2024-09-27,Emergencia,Regular,Bueno,35189
MNT-13737,2024-09-14,Emergencia,Bueno,Malo,4796698
MNT-13738,2024-09-18,Preventivo,Malo,Bueno,3581473
MNT-13739,2024-03-12,Preventivo,Malo,Malo,5174790
MNT-13740,2023-12-12,Correctivo,Malo,Regular,34200
MNT-13741,2024-02-08,Correctivo,Bueno,Malo,33873
MNT-13742,2023-10-16,Preventivo,Malo,Bueno,52280
MNT-13743,2024-08-23,Correctivo,Regular,Bueno,33468
MNT-13744,2024-04-09,Emergencia,Malo,Malo,7126511
MNT-13745,2024-04-11,Emergencia,Malo,Bueno,5174900
MNT-13746,2024-08-12,Preventivo,Bueno,Regular,7928037
MNT-13747,2023-10-30,Emergencia,Regular,Bueno,59534
MNT-13748,2024-01-13,Preventivo,Malo,Bueno,59295
MNT-13749,2024-03-06,Preventivo,Bueno,Bueno,20987
MNT-13750,2024-05-05,Correctivo,Bueno,Regular,7602206
MNT-13751,2024-05-18,Correctivo,Bueno,Regular,34122
MNT-13752,2024-07-24,Emergencia,Regular,Regular,9294738
MNT-13753,2024-06-16,Emergencia,Regular,Bueno,7928440
MNT-13754,2024-05-01,Correctivo,Malo,Bueno,4796497
MNT-13755,2023-11-04,Correctivo,Bueno,Regular,58416
MNT-13756,2024-09-18,Preventivo,Malo,Regular,25634
MNT-13757,2024-08-14,Emergencia,Bueno,Bueno,9177996
MNT-13758,2023-12-18,Correctivo,Bueno,Bueno,58476
MNT-13759,2024-04-21,Correctivo,Bueno,Regular,24973
MNT-13760,2024-07-21,Emergencia,Regular,Malo,59795
MNT-13761,2024-08-27,Correctivo,Malo,Malo,21421
MNT-13762,2024-09-30,Emergencia,Regular,Regular,9149717
MNT-13763,2024-07-02,Emergencia,Malo,Bueno,4987193
MNT-13764,2024-01-26,Emergencia,Bueno,Bueno,9294044
MNT-13765,2024-02-06,Correctivo,Regular,Malo,21927
MNT-13766,2024-05-28,Correctivo,Regular,Malo,9205241
MNT-13767,2023-11-10,Preventivo,Regular,Malo,33686
MNT-13768,2024-03-29,Preventivo,Bueno,Regular,4995134
MNT-13769,2024-08-03,Preventivo,Malo,Malo,34954
MNT-13770,2023-12-15,Preventivo,Malo,Bueno,3744550
MNT-13771,2024-01-22,Emergencia,Regular,Bueno,33415
MNT-13772,2024-03-06,Emergencia,Regular,Regular,3581579
MNT-13773,2024-01-17,Emergencia,Regular,Malo,58044
MNT-13774,2024-02-12,Correctivo,Regular,Bueno,7895506
MNT-13775,2024-07-25,Preventivo,Regular,Regular,58776
MNT-13776,2024-01-29,Emergencia,Regular,Regular,22027
MNT-13777,2024-04-27,Preventivo,Bueno,Bueno,9446428
MNT-13778,2024-01-10,Emergencia,Bueno,Bueno,34141
MNT-13779,2024-04-20,Correctivo,Malo,Bueno,33876
MNT-13780,2024-01-07,Preventivo,Regular,Bueno,5241066
MNT-13781,2024-08-03,Preventivo,Malo,Bueno,33283
MNT-13782,2024-07-15,Emergencia,Regular,Regular,58544
MNT-13783,2024-09-02,Preventivo,Regular,Malo,58485
MNT-13784,2024-09-02,Emergencia,Regular,Bueno,9291561
MNT-13785,2024-06-25,Preventivo,Malo,Bueno,5211177
MNT-13786,2024-03-20,Emergencia,Regular,Malo,7248023
MNT-13787,2024-09-13,Correctivo,Malo,Bueno,59933
MNT-13788,2024-05-22,Emergencia,Malo,Malo,9294855
MNT-13789,2024-06-20,Preventivo,Regular,Malo,33511
MNT-13790,2024-05-23,Emergencia,Bueno,Bueno,3851203
MNT-13791,2023-10-17,Correctivo,Regular,Bueno,7168684
MNT-13792,2024-06-13,Correctivo,Regular,Bueno,59343
MNT-13793,2024-08-01,Emergencia,Regular,Bueno,5182594
MNT-13794,2023-12-18,Correctivo,Bueno,Bueno,9150330
MNT-13795,2024-03-20,Correctivo,Malo,Bueno,19731
MNT-13796,2024-02-20,Preventivo,Bueno,Malo,25099
MNT-13797,2024-08-10,Correctivo,Regular,Malo,8987409
MNT-13798,2024-05-28,Correctivo,Regular,Regular,21637
MNT-13799,2024-01-03,Preventivo,Regular,Regular,9226855
MNT-13800,2024-03-09,Emergencia,Regular,Bueno,9397071
MNT-13801,2024-03-07,Correctivo,Malo,Regular,9398242
MNT-13802,2024-07-06,Preventivo,Bueno,Malo,52867
MNT-13803,2024-03-04,Preventivo,Bueno,Malo,3530677
MNT-13804,2024-03-18,Correctivo,Bueno,Bueno,8928475
MNT-13805,2024-04-14,Emergencia,Bueno,Bueno,7126582
MNT-13806,2024-10-09,Emergencia,Bueno,Malo,9497654
MNT-13807,2024-07-27,Preventivo,Bueno,Bueno,3581608
MNT-13808,2024-02-28,Emergencia,Regular,Regular,4823196
MNT-13809,2024-05-11,Preventivo,Malo,Regular,4988135
MNT-13810,2024-01-04,Emergencia,Bueno,Bueno,5220692
MNT-13811,2024-02-27,Emergencia,Regular,Regular,19111
MNT-13812,2024-05-04,Preventivo,Regular,Bueno,3580588
MNT-13813,2024-02-04,Correctivo,Bueno,Bueno,9494855
MNT-13814,2024-07-05,Correctivo,Bueno,Malo,7612595
MNT-13815,2024-06-23,Emergencia,Malo,Bueno,59955
MNT-13816,2024-08-04,Preventivo,Regular,Regular,8805148
MNT-13817,2023-11-14,Emergencia,Bueno,Regular,9181022
MNT-13818,2024-08-05,Emergencia,Regular,Malo,59721
MNT-13819,2024-03-14,Correctivo,Malo,Malo,9158891
MNT-13820,2024-04-06,Preventivo,Regular,Regular,7588211
MNT-13821,2024-02-17,Preventivo,Bueno,Bueno,18747
MNT-13822,2024-01-24,Correctivo,Regular,Regular,3581569
MNT-13823,2024-08-09,Preventivo,Regular,Bueno,5173934
MNT-13824,2024-01-24,Correctivo,Regular,Regular,3567953
MNT-13825,2024-09-19,Preventivo,Bueno,Bueno,59308
MNT-13826,2024-07-29,Correctivo,Bueno,Bueno,32897
MNT-13827,2024-02-19,Emergencia,Bueno,Regular,5204957
MNT-13828,2024-12-08,Emergencia,Malo,Bueno,58942
MNT-13829,2023-10-24,Emergencia,Regular,Bueno,9185993
MNT-13830,2024-06-03,Correctivo,Regular,Bueno,5220748
MNT-13831,2024-02-10,Preventivo,Bueno,Regular,5202157
MNT-13832,2023-12-03,Correctivo,Bueno,Malo,33939
MNT-13833,2024-02-09,Preventivo,Bueno,Regular,21636
MNT-13834,2024-10-04,Preventivo,Malo,Malo,5211512
MNT-13835,2023-12-14,Emergencia,Regular,Regular,9288569
MNT-13836,2024-05-15,Emergencia,Bueno,Malo,59587
MNT-13837,2023-12-04,Correctivo,Regular,Bueno,8888427
MNT-13838,2024-09-27,Preventivo,Regular,Regular,7246348
MNT-13839,2024-07-12,Preventivo,Malo,Malo,7741332
MNT-13840,2024-01-26,Preventivo,Regular,Bueno,5174701
MNT-13841,2024-06-09,Preventivo,Regular,Bueno,3566747
MNT-13842,2024-06-24,Preventivo,Bueno,Malo,21227
MNT-13843,2024-03-30,Emergencia,Malo,Bueno,3971919
MNT-13844,2023-12-19,Preventivo,Bueno,Regular,58560
MNT-13845,2024-07-03,Correctivo,Regular,Bueno,5158948
MNT-13846,2024-03-04,Correctivo,Regular,Malo,21910
MNT-13847,2023-12-15,Emergencia,Regular,Malo,59398
MNT-13848,2024-09-06,Correctivo,Malo,Malo,33816
MNT-13849,2024-02-16,Correctivo,Regular,Bueno,21193
MNT-13850,2024-05-13,Preventivo,Bueno,Bueno,58126
MNT-13851,2024-09-30,Emergencia,Malo,Regular,9289743
MNT-13852,2024-01-23,Correctivo,Regular,Malo,7168556
MNT-13853,2024-09-15,Correctivo,Regular,Malo,5658605
MNT-13854,2024-11-04,Preventivo,Malo,Bueno,8978624
MNT-13855,2024-02-22,Emergencia,Malo,Malo,3568348
MNT-13856,2024-06-01,Preventivo,Bueno,Malo,3531341
MNT-13857,2024-02-19,Correctivo,Malo,Bueno,7168577
MNT-13858,2024-04-10,Correctivo,Bueno,Bueno,59141
MNT-13859,2024-10-08,Emergencia,Malo,Regular,53182
MNT-13860,2023-12-23,Emergencia,Malo,Bueno,19216
MNT-13861,2024-09-21,Emergencia,Bueno,Malo,9220251
MNT-13862,2024-07-27,Correctivo,Malo,Malo,5492585
MNT-13863,2024-09-15,Correctivo,Malo,Malo,9050926
MNT-13864,2023-12-17,Emergencia,Regular,Malo,20656
MNT-13865,2024-08-17,Correctivo,Malo,Bueno,20041
MNT-13866,2023-10-27,Emergencia,Bueno,Malo,5158940
MNT-13867,2023-12-20,Emergencia,Malo,Bueno,19924
MNT-13868,2024-04-07,Emergencia,Regular,Bueno,59101
MNT-13869,2023-11-19,Correctivo,Regular,Bueno,5173533
MNT-13870,2023-11-18,Preventivo,Regular,Regular,9407738
MNT-13871,2024-08-03,Preventivo,Malo,Bueno,5492559
MNT-13872,2023-11-29,Emergencia,Malo,Bueno,9192071
MNT-13873,2024-07-03,Emergencia,Bueno,Regular,52881
MNT-13874,2024-09-04,Emergencia,Regular,Regular,6778229
MNT-13875,2024-03-10,Preventivo,Malo,Bueno,22371
MNT-13876,2023-10-16,Preventivo,Regular,Bueno,9398109
MNT-13877,2024-09-30,Correctivo,Bueno,Malo,25833
MNT-13878,2024-09-12,Preventivo,Bueno,Bueno,9294730
MNT-13879,2023-10-20,Preventivo,Malo,Bueno,4988136
MNT-13880,2023-12-16,Correctivo,Regular,Bueno,5492833
MNT-13881,2024-05-12,Correctivo,Bueno,Bueno,6778193
MNT-13882,2023-11-21,Correctivo,Regular,Malo,5492521
MNT-13883,2023-11-28,Emergencia,Bueno,Malo,33206
MNT-13884,2023-10-16,Correctivo,Regular,Malo,21788
MNT-13885,2024-09-01,Preventivo,Regular,Malo,18866
MNT-13886,2024-02-06,Correctivo,Malo,Regular,21811
MNT-13887,2023-11-26,Emergencia,Bueno,Regular,33959
MNT-13888,2024-05-08,Emergencia,Malo,Malo,33196
MNT-13889,2024-07-26,Correctivo,Regular,Bueno,9407970
MNT-13890,2023-12-12,Emergencia,Bueno,Bueno,6778126
MNT-13891,2024-05-21,Preventivo,Malo,Bueno,32895
MNT-13892,2024-02-20,Preventivo,Malo,Regular,3530624
MNT-13893,2024-04-10,Emergencia,Malo,Malo,53067
MNT-13894,2024-10-05,Emergencia,Regular,Regular,9495859
MNT-13895,2024-01-27,Correctivo,Malo,Bueno,22486
MNT-13896,2024-02-11,Correctivo,Malo,Regular,33378
MNT-13897,2024-03-18,Correctivo,Regular,Bueno,21444
MNT-13898,2024-05-25,Correctivo,Regular,Bueno,9177952
MNT-13899,2024-08-26,Emergencia,Regular,Regular,58839
MNT-13900,2024-01-15,Correctivo,Malo,Malo,4731675
MNT-13901,2024-03-13,Correctivo,Malo,Malo,8974561
MNT-13902,2024-06-20,Correctivo,Bueno,Regular,19542
MNT-13903,2024-05-31,Preventivo,Bueno,Regular,7943795
MNT-13904,2024-01-05,Preventivo,Bueno,Regular,3997079
MNT-13905,2024-09-16,Preventivo,Bueno,Malo,7356680
MNT-13906,2024-07-30,Correctivo,Malo,Regular,19944
MNT-13907,2023-12-29,Preventivo,Bueno,Regular,22196
MNT-13908,2024-01-10,Preventivo,Malo,Regular,3573270
MNT-13909,2024-08-20,Preventivo,Malo,Regular,7128834
MNT-13910,2024-07-05,Preventivo,Malo,Bueno,8928493
MNT-13911,2023-11-08,Preventivo,Bueno,Regular,18742
MNT-13912,2024-02-29,Preventivo,Bueno,Regular,9050877
MNT-13913,2024-07-01,Preventivo,Malo,Regular,59250
MNT-13914,2024-09-20,Correctivo,Bueno,Malo,34155
MNT-13915,2023-12-18,Correctivo,Regular,Malo,5240833
MNT-13916,2024-07-07,Emergencia,Bueno,Malo,6778229
MNT-13917,2024-09-19,Correctivo,Bueno,Regular,9446839
MNT-13918,2024-05-16,Correctivo,Bueno,Regular,58888
MNT-13919,2024-07-06,Correctivo,Malo,Bueno,3577447
MNT-13920,2024-09-26,Emergencia,Regular,Malo,5239323
MNT-13921,2024-04-18,Correctivo,Bueno,Bueno,7741354
MNT-13922,2024-02-10,Emergencia,Malo,Regular,3568963
MNT-13923,2023-12-18,Correctivo,Regular,Bueno,9158791
MNT-13924,2024-05-19,Emergencia,Bueno,Regular,4730820
MNT-13925,2023-12-12,Correctivo,Bueno,Malo,9049142
MNT-13926,2023-12-22,Correctivo,Bueno,Bueno,18714
MNT-13927,2024-06-07,Preventivo,Malo,Regular,59308
MNT-13928,2024-01-02,Emergencia,Malo,Regular,25710
MNT-13929,2024-10-01,Emergencia,Malo,Malo,9497654
MNT-13930,2024-07-03,Preventivo,Regular,Bueno,32906
MNT-13931,2024-12-02,Preventivo,Regular,Bueno,18705
MNT-13932,2023-11-01,Correctivo,Bueno,Bueno,8928072
MNT-13933,2023-12-04,Correctivo,Malo,Bueno,7889384
MNT-13934,2024-09-09,Correctivo,Regular,Regular,8907183
MNT-13935,2024-06-30,Preventivo,Regular,Malo,8820192
MNT-13936,2024-03-08,Preventivo,Regular,Malo,53192
MNT-13937,2023-11-01,Correctivo,Regular,Malo,3576632
MNT-13938,2024-09-30,Emergencia,Regular,Bueno,7603200
MNT-13939,2024-06-07,Correctivo,Regular,Regular,34900
MNT-13940,2024-08-01,Emergencia,Malo,Malo,34844
MNT-13941,2024-06-22,Preventivo,Bueno,Regular,21553
MNT-13942,2024-02-11,Preventivo,Malo,Malo,59160
MNT-13943,2023-12-28,Correctivo,Regular,Malo,7872673
MNT-13944,2024-02-15,Emergencia,Bueno,Bueno,4987792
MNT-13945,2024-03-06,Preventivo,Malo,Malo,5658641
MNT-13946,2024-06-11,Emergencia,Bueno,Regular,9294508
MNT-13947,2023-12-08,Correctivo,Malo,Regular,59533
MNT-13948,2023-11-25,Correctivo,Malo,Bueno,33089
MNT-13949,2024-09-07,Emergencia,Bueno,Regular,7895405
MNT-13950,2024-06-22,Preventivo,Malo,Regular,9157774
MNT-13951,2024-04-10,Correctivo,Malo,Regular,8934575
MNT-13952,2023-12-31,Preventivo,Bueno,Bueno,7862155
MNT-13953,2023-11-22,Emergencia,Regular,Malo,5847924
MNT-13954,2024-10-05,Correctivo,Regular,Regular,24971
MNT-13955,2024-06-04,Emergencia,Malo,Regular,7108742
MNT-13956,2023-12-26,Emergencia,Malo,Malo,4749813
MNT-13957,2024-08-31,Correctivo,Regular,Malo,24874
MNT-13958,2024-09-09,Correctivo,Malo,Regular,19772
MNT-13959,2024-10-06,Emergencia,Regular,Regular,5239362
MNT-13960,2023-12-01,Correctivo,Regular,Regular,8943961
MNT-13961,2024-07-01,Emergencia,Bueno,Regular,4960342
MNT-13962,2024-07-03,Correctivo,Malo,Bueno,4730912
MNT-13963,2024-06-11,Correctivo,Malo,Malo,19273
MNT-13964,2024-08-13,Preventivo,Regular,Regular,59692
MNT-13965,2023-12-24,Emergencia,Bueno,Malo,3962895
MNT-13966,2024-12-01,Correctivo,Regular,Malo,5658726
MNT-13967,2024-06-29,Correctivo,Bueno,Bueno,8976493
MNT-13968,2024-03-22,Preventivo,Regular,Regular,18831
MNT-13969,2024-03-22,Correctivo,Regular,Malo,5201909
MNT-13970,2023-12-08,Emergencia,Bueno,Regular,25840
MNT-13971,2024-09-28,Correctivo,Bueno,Bueno,3531311
MNT-13972,2024-01-04,Emergencia,Malo,Malo,9435251
MNT-13973,2024-06-27,Preventivo,Bueno,Malo,5659076
MNT-13974,2024-07-06,Preventivo,Regular,Regular,7614100
MNT-13975,2024-06-15,Preventivo,Bueno,Regular,25637
MNT-13976,2024-07-19,Correctivo,Malo,Regular,22526
MNT-13977,2024-05-07,Correctivo,Regular,Malo,58198
MNT-13978,2024-01-01,Preventivo,Regular,Bueno,3561738
MNT-13979,2024-03-03,Preventivo,Regular,Regular,24800
MNT-13980,2024-03-09,Emergencia,Malo,Bueno,18792
MNT-13981,2024-02-21,Correctivo,Malo,Malo,5492839
MNT-13982,2024-09-25,Correctivo,Malo,Malo,24918
MNT-13983,2024-06-11,Correctivo,Bueno,Regular,5658324
MNT-13984,2024-04-03,Preventivo,Regular,Regular,19464
MNT-13985,2024-09-26,Preventivo,Regular,Bueno,9294751
MNT-13986,2023-12-25,Emergencia,Bueno,Regular,8820183
MNT-13987,2023-12-03,Correctivo,Bueno,Regular,7862453
MNT-13988,2024-03-23,Correctivo,Malo,Bueno,35105
MNT-13989,2024-07-05,Correctivo,Malo,Regular,5174004
MNT-13990,2024-06-30,Emergencia,Regular,Bueno,21834
MNT-13991,2024-01-08,Correctivo,Bueno,Malo,9050880
MNT-13992,2024-09-24,Correctivo,Malo,Regular,22040
MNT-13993,2024-08-15,Emergencia,Bueno,Bueno,451329
MNT-13994,2023-10-23,Emergencia,Regular,Regular,9181007
MNT-13995,2023-10-16,Emergencia,Regular,Malo,59844
